R57743	P31005	L125951
R59089	P33048	L138266
R60670	P33135	L154120
R67065	P33143	L230511
R25737	P15081	L48948
R61748	P33140	L167061
R62704	P2005	R60165
R66922	P33142	L228794
R32157	P15501	R32137
R27505	P29	L55289
R54361	P30002	L103362
R27967	P27	L56302
R50257	hasContent	L92334
R33971	compareContribution	R33968
R64507	P33150	L199843
R56453	P30002	L115321
R62315	P33129	L173854
R63380	P33137	L186642
R62885	P33137	L180702
R38016	P31	R38018
R56103	P32	R67666
R28481	P29	L57301
R30787	P15072	L61899
R61989	P33131	L169944
R56678	P31	R56679
R44847	P31	R44852
R44521	P23126	L83090
R64686	P33143	L201984
R57314	P33006	L123251
R26351	P15141	R26169
R58505	P2005	R58159
R44950	P23163	L84204
R66249	P33142	L220718
R58963	P33044	L137002
R60564	P2005	R60165
R25335	P15044	L47289
R57875	P31024	L127412
R57037	P31	R57040
R55074	P27	L109598
R67445	P33143	L235071
R64641	P33151	L201452
R61859	P33132	L168385
R65180	P33142	L207890
R61064	P33140	L158853
R31593	P30	R11
R31198	P27	L62542
R32870	P15524	R32545
R30390	P27	L60488
R60398	P33131	L150852
R53203	P30004	L97638
R65442	P33147	L211039
R33663	P30	R11
R25710	P31	R25711
R6070	P5002	R6028
R65221	P33147	L208387
R29733	P30	R11
R67534	P33142	L236138
R29276	P27	L59495
R67368	P33143	L234147
R54641	P29012	L106079
R26472	P15023	L52567
R58222	P33048	L129596
R56110	compareContribution	R56093
R61450	P33139	L163484
R63421	P33134	L187131
R25221	P27	L46656
R64129	P33149	L195306
R59317	P33050	L140548
R55086	P32	R54953
R65488	P33141	L211585
R58903	P33046	L136404
R66695	P33151	L226079
R57972	P31023	L128499
R56752	P28	L118019
R57782	P31005	L126379
R30160	P15341	R29372
R68442	P32	R68531
R57082	P33012	L121097
R63610	P33131	L189396
R28180	P15051	R28151
R70062	P29007	R51223
R25101	P27	L46241
R53385	P30001	L98952
R68312	P31	R68486
R42009	HAS_ORCID	L80015
R51220	P27	L94357
R55063	P29012	L109492
R57019	P27030	R49278
R59589	P33041	L143259
R61048	P33130	L158651
R64817	P33150	L203542
R61257	P33140	L161169
R69562	P31	R69563
R59434	P33049	L141717
R57926	P31	R57927
R33723	P27	L70491
R26167	P26	L51827
R68793	HAS_RESULTS	R68395
R60652	P33134	L153903
R53367	P32	R53365
R61438	P33135	L163336
R56243	P31	R56244
R26290	P27	L52042
R32085	P29	L65471
R29150	P32	R29113
R40001	TemplateComponentOccurrenceMin	L78002
R69623	P30	R133
R55112	P27	L109948
R62406	P33139	L174956
R51160	P26	L94232
R65535	P33152	L212160
R28136	P15072	L56699
R60849	P33130	L156263
R44435	P32	R44421
R66975	P33147	L229435
R63535	P33130	L188495
R64918	P33150	L204754
R60724	P33140	L154773
R43012	P22032	L81090
R60675	P33131	L154176
R66776	P33145	L227045
R26891	P11	R26777
R63361	P33135	L186412
R59393	P33045	L141303
R59863	P33079	L145363
R32438	P15516	L66033
R57372	P31023	L123803
R56932	P27030	L119657
R60570	P33140	L152925
R38345	P18057	R38358
R34803	P30	R11
R66747	P33151	L226703
R65511	P33149	L211869
R59685	P33042	L144220
R62874	P33132	L180565
R62452	P33136	L175505
R30646	compareContribution	R30622
R41074	HAS_METRIC	R68875
R62946	P2005	R60165
R58418	P33046	L131554
R31941	P4012	L64840
R66451	P33143	L223143
R31299	compareContribution	R31288
R43014	P22028	L81157
R65401	P33150	L210550
R54335	P30002	L103118
R54431	P32	R54245
R33729	P27	L70528
R4649	P4065	L3380
R31875	P31	R31902
R29127	P15333	L59087
R60932	P33129	L157258
R62508	P33132	L176173
R28186	P32	R28143
R64725	P33141	L202450
R67086	P33146	L230766
R38513	P18076	L76505
R64585	P33152	L200781
R66174	P33142	L219818
R60804	P33129	L155722
R8707	P27	L237173
R62634	P33139	L177692
R53358	P15068	L98793
R65894	P33148	L216464
R64764	P33145	L202922
R44116	HAS_METHOD	R8564
R68538	compareContribution	R68439
R61427	P33137	L163206
R44436	P27	L82411
R50758	P27	L92946
R65135	P33143	L207351
R62188	P33136	L172337
R66061	P33145	L218465
R65921	P33149	L216789
R33802	P31	R33803
R67158	P33150	L231634
R61474	P33139	L163772
R67412	P33142	L234674
R59359	P33044	L140962
R44960	P23162	L84282
R30790	P31	R31139
R62813	P2005	R60165
R61578	P33139	L165020
R32498	P15515	L66217
R60468	P33133	L151694
R63558	P33140	L188781
R28125	P15264	L56649
R59111	P33046	L138484
R34781	P30	R11
R56709	P9040	L117622
R66326	P33148	L221648
R65072	P33144	L206596
R55119	P32122	L110011
R64710	P33141	L202270
R32937	P15572	L68782
R54089	P32	R54013
R34719	P15685	R34707
R56524	P27	L115895
R44101	P32	R44376
R66132	P2005	R63783
R30629	P29	L61319
R46151	P25009	L86449
R62187	P33135	L172324
R59789	P33073	L144847
R23287	P27	L45010
R44856	P27	L84003
R69164	TemplateComponentOrder	L239308
R59276	P33047	L140135
R69696	P26	L240925
R61602	P33135	L165304
R28662	P32	R28618
R32369	P30	R11
R46096	P25008	L86179
R60031	P33111	L146952
R27342	P32	R27280
R30772	P27	L61811
R56232	P33009	L113512
R37001	P28	L75000
R62517	P33138	L176287
R32709	P27	L67006
R55079	P27030	L109640
R6088	P5004	R6080
R57089	P31005	L121167
R59382	P33042	L141190
R25927	P28	L50301
R32183	P15499	R32069
R62290	P2005	R60165
R65821	P33144	L215584
R67493	P33151	L235655
R63109	P33131	L183384
R59237	P33044	L139742
R57976	P33038	L128550
R53407	compareContribution	R53353
R54794	P29012	L107591
R12204	P30	R370
R57957	P31	R57958
R65917	P33144	L216736
R60948	P33137	L157458
R52215	TemplateComponentOrder	L96318
R69572	P29	L240593
R59366	P33045	L141033
R58513	P33044	L132502
R62019	P33135	L170308
R65242	P33150	L208642
R58708	P33045	L134453
R60855	P33136	L156341
R60074	P33108	L147465
R64195	P33142	L196091
R65022	P33143	L205995
R64503	P33142	L199787
R56351	P27	L114490
R60046	P33111	L147132
R52121	P30003	L95983
R59562	P33048	L142996
R28206	P15269	R28204
R61141	P33132	L159769
R26347	P15143	R26219
R12236	P5049	R12230
R31696	P15440	L63494
R60022	P33109	L146842
R62453	P33135	L175516
R66232	P2005	R63783
R66432	P33143	L222915
R70621	P15051	L242886
R67510	P33144	L235852
R59979	P33097	L146626
R65040	P33145	L206213
R61366	P33136	L162473
R25233	P31	R25234
R58260	P33043	L129971
R63732	P33130	L190859
R28050	METHOD	R27845
R61201	P33138	L160495
R67550	P33143	L236331
R23438	P26032	L45639
R56705	P33011	L117589
R51233	P18058	R51249
R60672	P33136	L154145
R32592	P15072	L66513
R63762	P33140	L191229
R27447	P27	L55114
R31853	P31	R31855
R56940	P9040	L119726
R61815	P33130	L167855
R60279	P2005	R60165
R60703	P33135	L154516
R59405	P33048	L141426
R59669	P33045	L144063
R4453	P27	L281
R61808	P33140	L167781
R59785	P33068	L144794
R64863	P33146	L204090
R58967	P2005	R58159
R64383	P33152	L198357
R63669	P33135	L190108
R65805	P2005	R63783
R58223	P33044	L129602
R8773	HAS_METHOD	R8772
R26162	P15146	R26149
R60326	P33139	L149996
R46669	P25061	L87991
R26932	P27	L53618
R29286	P15067	R29117
R65346	P33151	L209891
R51373	P27	L94541
R64828	P33142	L203666
R59110	P33050	L138478
R61871	P2005	R60165
R29153	compareContribution	R29134
R48327	HAS_VALUE	L89536
R56957	P30	R50
R60673	P33134	L154155
R62817	P33135	L179884
R46300	P27	L86932
R60760	P33131	L155196
R62348	P33135	L174256
R30880	P15388	R30819
R30851	P31	R31117
R67086	P33143	L230763
R67243	P33146	L232650
R66972	P33144	L229396
R60112	P33116	L147561
R49096	P29	L90171
R30242	P15340	L60368
R56596	P31005	L116569
R54390	P29012	L103643
R64719	P33151	L202388
R66630	P33146	L225294
R63467	P33136	L187685
R61827	P33135	L168004
R51373	P27	L94546
R56270	P33008	L113829
R63577	P33129	L188998
R66469	P33142	L223358
R28692	HAS_EVALUATION	R28725
R67069	P33151	L230567
R30817	compareContribution	R30746
R60684	P33136	L154289
R30556	P27	L60992
R64493	P33147	L199672
R62548	P33139	L176660
R31233	compareContribution	R31221
R38862	P7055	R38863
R67549	P33149	L236325
R64546	P33142	L200303
R56277	P27	L113892
R64435	P33144	L198973
R54143	P31024	L101286
R28012	P28	L56391
R46531	P25064	L87336
R57069	P31005	L120967
R34526	P28	L72690
R53255	P27	L98126
R25761	P32	R25727
R8346	P32	R8343
R62477	P33137	L175806
R63496	P33132	L188029
R60302	P33130	L149699
R61451	P33129	L163486
R38856	P15298	R38890
R32540	P32	R32426
R66604	P33143	L224979
R34395	P15649	L72367
R41605	P27	L79669
R29090	P9041	R29086
R61970	P33132	L169717
R59954	P33090	L146319
R60962	P33134	L157623
R60910	P33131	L156996
R30380	P15345	R30377
R38926	P18094	L76709
R59227	P33045	L139643
R60363	P2005	R60165
R60219	P33137	L148710
R58226	P33041	L129629
R64631	P33142	L201323
R28871	P15292	R28617
R70126	P18063	R70129
R60660	P33133	L153998
R27431	P30	R11
R61938	P33139	L169340
R68618	P27	L238726
R62685	P33137	L178302
R62121	P33129	L171526
R61067	P33135	L158884
R65763	P33141	L214885
R33763	P15603	L70698
R59883	P33078	L145662
R66633	P33148	L225332
R60764	P33137	L155250
R54289	P30001	L102678
R59082	P33046	L138194
R63970	P33151	L193400
R63677	P33137	L190206
R48278	P26009	L89405
R33970	P15611	L71147
R56341	P30	R50
R33077	P15590	L69478
R54635	P31024	L106025
R65502	P33142	L211754
R67550	P33147	L236335
R58318	P33047	L130555
R58735	P33047	L134725
R8170	P7032	L8136
R62726	P33132	L178789
R67143	P2005	R63783
R63026	P33130	L182387
R69286	P2005	L239620
R28619	P31	R28620
R61579	P33133	L165026
R27336	P30	R11
R65427	P33150	L210862
R12210	P29	L12116
R6845	P5069	R6850
R59440	P33043	L141771
R27690	P26	L239965
R60670	P33139	L154124
R6533	P5032	R6482
R63033	P33130	L182471
R65824	P33152	L215628
R69159	TemplateComponent	R69170
R58033	HAS_VENUE	R50805
R62085	P33129	L171094
R66772	P33149	L227001
R48005	TemplateComponentOccurrenceMax	L89012
R53338	P32	R53336
R60399	P33133	L150866
R67390	P33148	L234416
R28028	P15259	R27889
R61250	P33134	L161079
R25342	P15039	L47319
R65358	P33147	L210031
R56250	P27030	L113663
R27457	P26	L241240
R27705	compareContribution	R27660
R53426	P27	L99172
R53114	P29	L97135
R34682	P29	L73313
R60480	P33129	L151834
R67236	P33143	L232563
R60500	P33129	L152074
R26743	P15164	R26613
R52062	P30	R50
R60890	P33131	L156756
R57501	compareContribution	R57247
R44668	compareContribution	R9195
R54252	P32117	L102321
R58982	P33043	L137191
R67358	P33142	L234026
R48265	P27	L89360
R23353	P27	L45278
R56562	P30002	L116243
R60497	P33132	L152041
R26486	P26	L52600
R31680	P32	R25028
R56521	P31005	L115873
R36099	compareContribution	R36092
R66407	P33149	L222621
R25035	HAS_EVALUATION	R25036
R56496	P30	R50
R28572	P26	L57720
R66620	P33151	L225179
R25101	P30	R11
R65219	P33149	L208365
R64388	P33149	L198414
R29296	P15339	R29294
R60679	P33131	L154224
R59680	P2005	R58159
R38495	HAS_RESULTS	R38497
R63151	P33131	L183888
R44094	P20010	R44085
R66193	P33144	L220048
R4884	P27	R57539
R4290	P3	R10
R63730	P33137	L190842
R59363	P33045	L141003
R61018	P33139	L158300
R43030	P22037	L81533
R50445	HAS_RESULTS	R50449
R66221	P33142	L220382
R29554	P15343	R29449
R29982	P15343	R29365
R55108	P30	R230
R67534	P33145	L236141
R59804	P2005	R59756
R63043	P33129	L182590
R32635	P29	L66684
R6620	P2006	R6009
R41026	P27	R41027
R33662	P15603	L70166
R60916	P33140	L157077
R31257	P33	R31250
R57237	P33006	L122538
R61559	P33138	L164791
R49396	HAS_VALUE	L90602
R65578	P33141	L212665
R53378	P32	R53376
R62880	P33132	L180637
R69283	P18077	L239602
R66051	P33143	L218343
R56806	P33008	L118508
R60834	P33134	L156087
R64321	P33145	L197606
R44444	P27	L82478
R6267	P5021	R6196
R56248	P9040	L113643
R66422	P33147	L222799
R30667	P15377	R30664
R62146	P33134	L171831
R61423	P33129	L163150
R59262	P33048	L139996
R54286	P28	L102651
R63140	P33139	L183764
R64516	P33150	L199951
R50744	P28006	L92920
R62103	P33139	L171320
R25143	P32	R25117
R58869	P33050	L136068
R26736	P15175	R26158
R57690	P30002	L125377
R59374	P33047	L141115
R53335	P27030	R49276
R44819	P31	R44820
R58280	P33044	L130172
R67847	HAS_RESULTS	R67863
R54951	HAS_EVALUATION	R55302
R60710	P33138	L154603
R58248	P33045	L129853
R56976	P30001	L120044
R57077	P9040	L121043
R57501	compareContribution	R57363
R34098	P15620	R34096
R62619	P33135	L177508
R57858	P33038	L127220
R63721	P33138	L190735
R54632	P31	R54635
R66497	P33147	L223699
R68933	P34026	R68937
R33091	compareContribution	R33087
R67668	P29	L237186
R57911	P30002	L127816
R65216	P33142	L208322
R65145	P33148	L207476
R28501	P15273	R28498
R31670	P27	L63281
R64658	P33152	L201657
R66898	P33151	L228515
R60543	P33135	L152596
R56141	P33010	L112744
R67533	P33144	L236128
R58237	P33043	L129741
R39213	HAS_METHOD	R46786
R66317	P33143	L221535
R62507	P2005	R60165
R54576	P29	L105435
R63276	P33134	L185391
R61896	P33134	L168831
R56365	P31023	L114605
R30175	P29	L60302
R63793	P4006	R63794
R62682	P33137	L178266
R63990	P33148	L193637
R63844	P33145	L191882
R65894	P33146	L216462
R64059	P33146	L194463
R46886	HAS_VALUE	R46892
R65420	P33151	L210779
R27222	P30	R11
R28881	P15290	L58403
R64292	P33147	L197260
R65139	P33148	L207404
R38043	P27	L76061
R27667	P27	L55749
R66163	P33150	L219694
R27582	P31	R27717
R69340	HAS_RESULTS	R69350
R31844	P15469	L64453
R64473	P33150	L199435
R59104	P33041	L138409
R66707	P33146	L226218
R67057	P33142	L230414
R59416	P33050	L141538
R59132	P33047	L138695
R64374	P33143	L198240
R69690	HAS_METHOD	R51093
R61270	P33139	L161324
R34155	P26	L71640
R62750	P33133	L179078
R32727	P15523	L67086
R64630	P33141	L201310
R70627	P2005	L242920
R34918	HAS_IMPLEMENTATION	R34919
R32707	P30	R11
R59414	P33044	L141512
R55169	HAS_METHOD	R3085
R65435	P33142	L210950
R29873	P27	L60079
R54301	P32117	L102782
R54635	P30004	L106029
R65825	P33146	L215634
R63283	P33133	L185474
R61091	P33131	L159168
R65564	P2005	R63783
R25070	P26	L240216
R60145	P33116	L148056
R62357	P33133	L174362
R63760	P33136	L191201
R25900	compareContribution	R25859
R58457	P33049	L131947
R66558	P33144	L224428
R25132	P4012	R25128
R67459	P33142	L235238
R66934	P33141	L228937
R62800	P33130	L179675
R63613	P33131	L189432
R61732	P33130	L166859
R30976	P15072	L62239
R65808	P33150	L215434
R60781	P33134	L155451
R70436	TemplateComponentOccurrenceMax	L242108
R58094	P27	L129026
R6694	P34	R6695
R60574	P33135	L152968
R61837	P33138	L168127
R62631	P33140	L177657
R68312	P31	R68427
R60360	P33131	L150396
R67871	P31	R67876
R34254	P15238	L71934
R63587	P33139	L189128
R65206	P33146	L208206
R12221	P32	R12219
R61996	P33138	L170035
R65808	P33148	L215432
R54153	P15068	L101379
R68013	P27	L238036
R62991	P33130	L181967
R65887	P33145	L216377
R57963	P31023	L128401
R57613	P30002	L124532
R65771	P33146	L214986
R63129	P33137	L183630
R59635	P33050	L143728
R61634	P33131	L165684
R26349	P15145	R26158
R6539	P31	R25693
R39055	P27031	R49417
R23383	P27	L45433
R63372	P33139	L186548
R29065	P32	R28968
R44500	P23135	L82830
R60388	P33140	L150741
R51220	compareContribution	R51202
R31751	P27	L64089
R30384	P27	L60477
R62945	P33137	L181422
R57007	P31005	L120359
R60379	P33129	L150622
R32947	P15581	R32945
R59709	P4006	R59710
R55013	P30	R50
R31786	P15462	R28515
R58372	P33049	L131097
R67031	P33147	L230107
R54043	P31024	L100322
R195	P36	R202
R58946	P33046	L136834
R62511	P33133	L176210
R55253	HAS_ORCID	L110633
R65782	P33148	L215120
R60774	P33137	L155370
R62927	P33129	L181198
R61217	P2005	R60165
R56628	P30	R50
R64272	P33144	L197017
R32138	P27	L65601
R53277	P15068	L98283
R33638	P15603	L70042
R62359	P33129	L174382
R28050	P15260	L56471
R62860	P33138	L180403
R26343	P31	R26344
R32499	P31	R32500
R60237	P33140	L148929
R67308	P2005	R63783
R46619	P28	L87748
R64475	P33146	L199455
R63518	P33129	L188290
R63107	P33137	L183366
R25663	compareContribution	R25652
R26995	P30	R11
R57747	P33037	L125994
R66333	P33151	L221735
R69539	P34075	R69530
R59608	P33041	L143449
R43030	P22054	L81536
R6854	P5071	L5475
R57302	P32	R57102
R54656	P27	L106231
R67609	P33150	L237046
R67230	P33142	L232490
R32308	P27	L65891
R67413	P2005	R63783
R61520	P33135	L164320
R46295	compareContribution	R45105
R54397	P31024	L103717
R66461	P33142	L223262
R46626	P25064	L87782
R4026	P2005	R4004
R27743	P30	R11
R26069	P30	R11
R64938	P33143	L204987
R64265	P33150	L196939
R56833	P28	L118761
R66993	P33142	L229646
R58803	P33045	L135403
R63533	P33134	L188475
R66548	P33144	L224308
R57501	compareContribution	R57151
R66289	P33146	L221202
R63197	P33135	L184444
R64026	P33151	L194072
R65557	P33141	L212413
R57143	P31023	L121640
R54004	P31006	L100021
R66062	P33142	L218474
R6043	P5003	R6035
R62245	P33139	L173024
R58767	P33045	L135043
R63284	P33135	L185488
R67184	P33141	L231937
R6339	P5013	R6219
R58760	P33047	L134975
R59984	P33095	L146684
R69654	P34082	R69640
R62442	P33140	L175389
R56970	P27	L119990
R63160	P33140	L184005
R64262	P33149	L196902
R69031	P29	L239190
R57364	P31023	L123721
R1048	P1009	L10
R61298	P33139	L161660
R68282	P31	R68294
R32117	P27	L65547
R53407	compareContribution	R53351
R58973	P33048	L137106
R34190	P27	L71793
R67226	P33146	L232446
R60542	P33138	L152587
R65850	P33145	L215933
R11013	P27	R67771
R44681	P23153	L83436
R62776	P33136	L179393
R58538	P33041	L132749
R57642	P33038	L124836
R56618	P28	L116778
R45102	HAS_VENUE	R49140
R61710	P33132	L166597
R56272	P30001	L113851
R44514	P23129	L82996
R59992	P33092	L146777
R68451	P34014	R67807
R62694	P2005	R60165
R56606	P31	R56607
R63855	P33150	L192019
R25773	P15088	L49133
R6394	P5013	R6220
R61439	P33137	L163350
R44472	P32	R44421
R66857	P33146	L228018
R59872	P33082	L145501
R64099	P33152	L194949
R41374	P29	L79544
R65526	P33141	L212041
R57740	P27	L125919
R68282	P31	R68780
R54727	P31024	L106948
R60744	P2005	R60165
R46440	P27	L86983
R28030	P28	L56426
R65633	P33147	L213331
R288	P36	R301
R4664	P27	L296
R2089	P15	L1016
R27025	P32	R26777
R64098	P2005	R63783
R28863	P30	R11
R25894	P27	L50080
R27539	P15240	L55374
R63408	P33131	L186972
R64100	P33147	L194956
R61148	P33129	L159850
R30046	P15343	R30044
R66726	P33149	L226449
R55219	compareContribution	R54957
R31299	compareContribution	R31294
R67065	P33152	L230520
R69673	P30	R133
R61824	P33139	L167972
R64661	P33143	L201684
R60149	P33121	L148121
R25650	P15070	L48491
R68462	P34016	R68368
R28238	P15268	R26169
R69199	TemplateComponentOccurrenceMin	L239352
R59488	P33043	L142251
R62972	P33136	L181745
R54213	P30004	L101971
R54191	P32001	L101750
R57816	P28	L126749
R64065	P33145	L194534
R57006	P30004	L120351
R23252	HAS_METHOD	R23254
R67516	P33147	L235927
R58623	P2005	R58159
R60767	P33134	L155283
R52031	P27	L95241
R65063	P33146	L206490
R52078	P30003	L95631
R69199	TemplateComponentOrder	L239354
R60928	P33138	L157219
R67020	P33142	L229970
R56945	compareContribution	R56550
R64556	P33151	L200432
R62137	P33139	L171728
R31866	P15469	L64531
R67037	P33151	L230183
R32898	P15543	L68140
R31721	P30	R11
R59377	P33049	L141147
R59873	P33080	L145514
R65819	P33143	L215559
R69598	P34079	L240655
R30796	P26	L61950
R61520	P33136	L164321
R63464	P33133	L187646
R65120	P33144	L207172
R51435	P27	L94623
R6567	P27	L4989
R64065	P33142	L194531
R54086	P26	L100728
R59628	P33046	L143654
R34446	P27	L72551
R60226	P33130	L148787
R27862	P27	L56131
R8018	P6004	R8021
R60982	P33140	L157869
R66656	P33144	L225604
R62723	P33140	L178761
R54748	P15068	L107155
R30151	P30	R11
R54387	P9040	L103608
R64292	P33152	L197265
R52310	compareContribution	R44902
R25327	P15044	L47251
R64820	P33142	L203570
R56962	P31023	L119911
R63106	P2005	R60165
R58941	P33049	L136787
R64209	P33145	L196262
R64054	P33142	L194399
R67267	P33142	L232934
R66256	P33142	L220802
R64321	P33148	L197609
R65006	P33142	L205802
R28609	P31	R28610
R64216	P33144	L196345
R57724	P33038	L125742
R57636	P31024	L124772
R58857	P33046	L135944
R34630	P15670	L72932
R29335	P15339	R29322
R32871	compareContribution	R32547
R58486	P33048	L132236
R26137	P15140	L51746
R65084	P33142	L206738
R60198	P33139	L148460
R66395	P33148	L222476
R67416	P33144	L234724
R61298	P33136	L161657
R51038	contains	R51033
R54955	P30002	L108506
R6373	P5018	R6251
R64249	P33151	L196748
R68996	compareContribution	R68991
R64633	P33144	L201349
R60910	P33140	L157005
R63089	P33135	L183148
R60204	P33132	L148525
R65344	P33145	L209861
R56947	P30	R50
R64536	P33147	L200188
R57888	P30001	L127553
R57501	compareContribution	R57249
R65934	P33148	L216944
R67395	P33141	L234469
R60133	P33114	L147874
R23398	P27	L45480
R63953	P33144	L193189
R65619	P33146	L213162
R46493	P25063	L87147
R12249	url	L12331
R27019	P15072	L53794
R54980	P15068	L108725
R29202	P15328	R29200
R58873	P2005	R58159
R63013	P33140	L182241
R64866	P33146	L204126
R4432	P30	R370
R63281	P33130	L185447
R63909	P33147	L192664
R60956	P33130	L157547
R68371	P32	R68531
R59533	P33042	L142700
R67168	P33149	L231753
R28099	compareContribution	R27933
R27089	compareContribution	R27082
R30017	P15345	R30004
R70552	P30	R11
R65324	P33152	L209628
R57672	P33036	L125164
R31691	P27	L63407
R64900	P33147	L204535
R58454	P33041	L131909
R43012	P22055	L81085
R25121	P15012	L46348
R58468	P33045	L132053
R56863	P30	R50
R61336	P33138	L162115
R58847	P33047	L135845
R44005	TemplateComponentOrder	L82003
R33172	P15591	R33165
R8210	P27	L8182
R62064	P33130	L170843
R66542	P33146	L224238
R67268	P33152	L232956
R65766	P33141	L214921
R56586	P30002	L116475
R29509	P28	L59787
R25166	P31	R25167
R67474	P33145	L235421
R61219	P33135	L160708
R56364	P33008	L114589
R25248	P32	R25224
R67544	P33147	L236263
R25738	P27	L48951
R38983	P31	R38991
R66446	P33141	L223081
R56645	P30004	L117039
R30761	P28	L61749
R28799	P27	L58248
R56264	P33011	L113782
R65809	P33147	L215443
R65945	P2005	R63783
R27605	P15240	L55573
R50427	hasContent	L92512
R67458	P2005	R63783
R25005	P29	L46030
R57908	P9040	L127774
R62091	P33130	L171167
R67487	P33145	L235577
R65910	P33147	L216655
R66080	P33150	L218698
R32457	P27	L66089
R56429	P15068	L115131
R64652	P33146	L201579
R60722	P33134	L154743
R54224	P26	L102075
R62524	P33131	L176364
R62928	P33131	L181212
R66967	P33141	L229333
R66084	P33151	L218747
R67122	P33148	L231200
R67364	P33149	L234105
R54994	P27	L108864
R65434	P33148	L210944
R26956	P32	R26777
R63205	P33129	L184534
R27684	P32	R27485
R54119	P15068	L101058
R63493	P33131	L187992
R69967	P18060	R69949
R57153	P28	L121734
R61052	P33130	L158699
R6827	P5076	L5387
R62048	P33140	L170661
R33003	P27	L69042
R57224	P9040	L122404
R63759	P33132	L191185
R44056	P24013	L87036
R66961	P33152	L229272
R65631	P33145	L213305
R58916	P33045	L136533
R29107	P4012	R29020
R31669	compareContribution	R31431
R46098	P32	R45097
R44045	P23006	R29989
R63490	P33130	L187955
R8882	P4003	R9080
R61815	P33133	L167858
R62581	P33137	L177054
R63755	P33136	L191141
R56961	P27	L119903
R59510	P33048	L142476
R28054	P15259	R27848
R66510	P33148	L223856
R67313	P33145	L233489
R50659	hasContent	L92809
R67115	P2005	R63783
R30950	compareContribution	R30925
R60383	P33130	L150671
R64767	P33149	L202962
R64855	P33144	L203992
R70212	compareContribution	R67810
R8359	P7047	L8481
R66346	P33141	L221881
R32752	P30	R11
R54192	P29	L101762
R54023	P32006	L100122
R58562	P33048	L132996
R65824	P33144	L215620
R32503	P15516	L66232
R54502	P30	R50
R28555	P15284	L57573
R54800	P30002	L107651
R50685	HAS_RESULTS	R50688
R66453	P33144	L223168
R65725	P33152	L214440
R60636	P33134	L153711
R63529	P33129	L188422
R32019	P15491	L65338
R63987	P33152	L193605
R54204	P27	L101880
R65789	P33147	L215203
R60992	P33133	L157982
R38393	P18056	R38399
R63549	P33129	L188662
R49544	HAS_VENUE	R49545
R65309	P33149	L209445
R64608	P33149	L201054
R65390	P33144	L210412
R26670	P15173	R26656
R56904	P33009	L119403
R32487	P29	L66182
R63661	P33129	L190006
R34372	P26	L72265
R58909	P33050	L136468
R66204	P33149	L220185
R65495	P33143	L211671
R68354	P34016	R68356
R64254	P33150	L196807
R28896	P15301	L58439
R28833	P29	L58309
R62076	P33138	L170995
R38025	P27	L76034
R69593	P34078	L240638
R59873	P33089	L145523
R60256	P33133	L149150
R37003	P27	L75015
R66885	P33147	L228355
R59391	P33042	L141280
R50505	contains	R50500
R60710	P33131	L154596
R62382	P33135	L174664
R56393	P33008	L114828
R57545	P31	R57546
R65094	P33141	L206857
R12227	P9040	L12188
R62896	P33139	L180836
R50557	contains	R50559
R25291	P32	R25259
R50406	P30	R278
R67023	P33148	L230012
R66410	P33144	L222652
R58687	P33044	L134242
R67414	P33142	L234698
R64729	P33152	L202509
R52243	TemplateComponent	R52261
R53221	P27	L97812
R56185	P30004	L113114
R64200	P33152	L196161
R62385	P33134	L174699
R61235	P33139	L160904
R53183	P30	R50
R28402	P15271	R28396
R56534	P33011	L115973
R57089	P33012	L121163
R28212	P15269	R28208
R66078	P33144	L218668
R61092	P33131	L159180
R66088	P33148	L218792
R62607	P33135	L177364
R32935	P15562	L68761
R54205	P32001	L101888
R66820	P33147	L227575
R57873	P33039	L127387
R67032	P33147	L230119
R69983	P28	L241581
R61406	P33137	L162954
R63997	P33144	L193717
R12194	P9024	R12195
R41008	P27	L79035
R59511	P33049	L142487
R6320	P15	R6321
R65724	P33144	L214420
R31965	P15485	L64955
R28632	P15292	R28624
R63911	P33148	L192689
R6947	compareContribution	R6734
R61827	P33140	L168009
R58749	P33050	L134868
R53343	P31023	L98693
R58119	P26	L129096
R60654	P33135	L153928
R66216	P33150	L220330
R29405	P15344	R29400
R56629	P31005	L116887
R60784	P33138	L155491
R62377	P33131	L174600
R4440	P4047	L3238
R59493	P33047	L142305
R46596	P25063	L87633
R9426	P7184	R9427
R60520	P2005	R60165
R25009	P9062	R12270
R66500	P33146	L223734
R60500	P33138	L152083
R12175	P32	R12065
R26682	P27	L52979
R59866	P33078	L145407
R66482	P33148	L223520
R58594	P33042	L133310
R64306	P33143	L197424
R66959	P33148	L229244
R38511	P5015	L76509
R63269	P33131	L185304
R6059	P5004	R6040
R65289	P33144	L209200
R61008	P33134	L158175
R58438	P33050	L131758
R68926	P27	L239080
R27632	P27	L55653
R70590	P15051	R70636
R60695	P33140	L154425
R66398	P33149	L222513
R57640	P30001	L124809
R61106	P33139	L159356
R64974	P33145	L205421
R56655	P30004	L117134
R55040	P30004	L109282
R44172	P23038	R44173
R32535	P29	L66336
R56167	P31005	L112962
R61399	P33136	L162869
R60520	P33133	L152318
R64050	P33143	L194352
R70325	P7004	R70304
R26014	P15105	L50858
R54121	P32055	L101067
R8883	P4003	R9087
R50005	url	L92016
R67304	P33150	L233386
R66531	P33151	L224111
R28838	P26	L241194
